Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THOMSON GRAND,"3,437,000","5,199.01",661,Feb-24,SIN MING WALK,Resale,Strata,483,"7,116",-,Terrace House,1,99 yrs lease commencing from 2010,20,Rest of Central Region,-
D'MANOR,"2,412,888","2,723.29",886,Feb-24,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,537",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
EUHABITAT,"3,080,000","3,379.9",911,Feb-24,JALAN EUNOS,Resale,Strata,314,"9,809",-,Terrace House,1,99 yrs lease commencing from 2010,14,Outside Central Region,-
HILLSGROVE,"3,770,000","4,542.41",830,Feb-24,HILLSIDE DRIVE,Resale,Strata,422,"8,934",-,Semi-Detached House,1,999 yrs lease commencing from 1878,19,Outside Central Region,-
TRANQUILIA @ KISMIS,"4,380,000","5,597.28",783,Feb-24,ENG KONG ROAD,Resale,Strata,520,"8,423",-,Terrace House,1,Freehold,21,Rest of Central Region,-
WEST SHORE RESIDENCES,"3,600,000","4,660.81",772,Feb-24,PASIR PANJANG ROAD,Resale,Strata,433,"8,314",-,Terrace House,1,Freehold,05,Rest of Central Region,-
CHUVILLE,"4,600,000","4,919.15",935,Jan-24,PASIR PANJANG ROAD,Resale,Strata,457,"10,066",-,Terrace House,1,Freehold,05,Rest of Central Region,-
LEGEND @ JANSEN,"2,750,000","2,055.92","1,338",Jan-24,JANSEN ROAD,Resale,Strata,191,"14,398",-,Terrace House,1,999 yrs lease commencing from 1876,19,Outside Central Region,-
KENT RIDGE HILL RESIDENCES,"3,478,000","2,066.69","1,683",Jan-24,SOUTH BUONA VISTA ROAD,Sub Sale,Strata,192,"18,115",-,Terrace House,1,99 yrs lease commencing from 2018,05,Rest of Central Region,-
HILLSGROVE,"3,900,000","4,542.41",859,Jan-24,HILLSIDE DRIVE,Resale,Strata,422,"9,242",-,Semi-Detached House,1,999 yrs lease commencing from 1878,19,Outside Central Region,-
THE SHAUGHNESSY,"2,350,000","3,422.95",687,Jan-24,MILTONIA CLOSE,Resale,Strata,318,"7,390",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
HILLCREST VILLA,"3,950,000","3,164.62","1,248",Jan-24,HILLCREST ROAD,Resale,Strata,294,"13,435",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
THE CHANCERY RESIDENCE,"3,400,000","3,207.67","1,060",Jan-24,CHANCERY LANE,Resale,Strata,298,"11,409",-,Terrace House,1,99 yrs lease commencing from 2004,11,Core Central Region,01 to 05
MARINE GARDEN,"2,300,000","1,733","1,327",Jan-24,SIGLAP ROAD,Resale,Strata,161,"14,286",-,Terrace House,1,Freehold,15,Outside Central Region,-
SUMMER GARDENS,"2,900,000","3,950.39",734,Jan-24,UPPER CHANGI ROAD EAST,Resale,Strata,367,"7,902",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
HILLCREST VILLA,"3,820,000","3,078.5","1,241",Jan-24,HILLCREST ROAD,Resale,Strata,286,"13,357",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
KIARA 10,"3,618,000","5,747.98",629,Jan-24,LORONG MARZUKI,Resale,Strata,534,"6,775",-,Detached House,1,Freehold,14,Outside Central Region,-
ESTE VILLA,"3,250,000","3,412.19",952,Jan-24,NIM ROAD,Resale,Strata,317,"10,252",-,Terrace House,1,Freehold,28,Outside Central Region,-
SUMMER GARDENS,"2,400,000","3,024.68",793,Jan-24,UPPER CHANGI ROAD EAST,Resale,Strata,281,"8,541",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
HIGH PARK RESIDENCES,"2,650,000","2,066.69","1,282",Jan-24,FERNVALE ROAD,Resale,Strata,192,"13,802",-,Semi-Detached House,1,99 yrs lease commencing from 2014,28,Outside Central Region,-
BELGRAVIA VILLAS,"3,518,000","3,584.41",981,Jan-24,BELGRAVIA DRIVE,Resale,Strata,333,"10,565",-,Terrace House,1,Freehold,28,Outside Central Region,-
AFFINITY AT SERANGOON,"2,980,000","2,325.02","1,282",Jan-24,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,216,"13,796",-,Terrace House,1,99 yrs lease commencing from 2018,19,Outside Central Region,-
THE SPRINGFIELD,"1,980,000","2,389.61",829,Jan-24,CHEMPAKA KUNING LINK,Resale,Strata,222,"8,919",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
CHARLTON VILLAS,"3,150,000","3,132.32","1,006",Jan-24,CHARLTON LANE,Resale,Strata,291,"10,825",-,Terrace House,1,Freehold,19,Outside Central Region,-
SUMMER VILLAS,"2,960,000","3,530.59",838,Jan-24,GERALD DRIVE,Resale,Strata,328,"9,024",-,Terrace House,1,Freehold,28,Outside Central Region,01 to 05
THE MORRIS RESIDENCES,"3,530,000","4,014.97",879,Jan-24,PAYA LEBAR CRESCENT,Resale,Strata,373,"9,464",-,Terrace House,1,Freehold,19,Outside Central Region,-
CABANA,"2,750,000","3,067.74",896,Jan-24,SUNRISE TERRACE,Resale,Strata,285,"9,649",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
DALLA VALE,"3,000,000","3,283.02",914,Dec-23,SPRINGLEAF AVENUE,Resale,Strata,305,"9,836",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,575,000","2,497.25","1,432",Dec-23,JALAN HAJI ALIAS,Resale,Strata,232,"15,409",-,Terrace House,1,Freehold,10,Core Central Region,-
HORIZON GREEN,"3,085,000","3,272.26",943,Dec-23,ANG MO KIO AVENUE 2,Resale,Strata,304,"10,148",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,200,000","1,819.12","1,209",Dec-23,KISMIS PLACE,Resale,Strata,169,"13,018",-,Terrace House,1,99 yrs lease commencing from 1993,21,Rest of Central Region,-
HORIZON GARDENS,"2,608,000","2,992.39",872,Dec-23,ANG MO KIO AVENUE 2,Resale,Strata,278,"9,381",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
THOMSON GRAND,"3,670,000","5,155.96",712,Dec-23,SIN MING WALK,Resale,Strata,479,"7,662",-,Terrace House,1,99 yrs lease commencing from 2010,20,Rest of Central Region,-
VERDANA VILLAS,"3,700,000","4,746.92",779,Dec-23,GRACE WALK,Resale,Strata,441,"8,390",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
HORIZON GARDENS,"2,600,000","3,013.92",863,Dec-23,ANG MO KIO AVENUE 2,Resale,Strata,280,"9,286",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
ARCHIPELAGO,"3,460,000","4,402.48",786,Dec-23,BEDOK RESERVOIR ROAD,Resale,Strata,409,"8,460",-,Semi-Detached House,1,99 yrs lease commencing from 2011,16,Outside Central Region,-
WOLSKEL LODGE,"2,380,000","2,389.61",996,Dec-23,WOLSKEL ROAD,Resale,Strata,222,"10,721",-,Terrace House,1,Freehold,13,Outside Central Region,-
THE WOODS,"2,360,000","4,262.54",554,Dec-23,WESTWOOD AVENUE,Resale,Strata,396,"5,960",-,Terrace House,1,99 yrs lease commencing from 2010,22,Outside Central Region,-
BELGRAVIA VILLAS,"3,900,000","3,961.15",985,Dec-23,BELGRAVIA DRIVE,Resale,Strata,368,"10,598",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
HILLCREST VILLA,"3,980,000","3,143.09","1,266",Dec-23,HILLCREST ROAD,Resale,Strata,292,"13,630",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
BELGRAVIA VILLAS,"3,750,000","3,767.4",995,Dec-23,BELGRAVIA DRIVE,Resale,Strata,350,"10,714",-,Terrace House,1,Freehold,28,Outside Central Region,-
DALLA VALE,"3,000,000","3,100.03",968,Dec-23,SPRINGLEAF AVENUE,Resale,Strata,288,"10,417",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
BELGRAVIA GREEN,"3,880,000","3,422.95","1,134",Dec-23,BELGRAVIA DRIVE,Resale,Strata,318,"12,201",-,Terrace House,1,Freehold,28,Outside Central Region,-
DALLA VALE,"3,000,000","3,261.49",920,Dec-23,SPRINGLEAF AVENUE,Resale,Strata,303,"9,901",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
LANGE 28,"2,140,000","2,142.04",999,Nov-23,LANGE ROAD,Resale,Strata,199,"10,754",-,Terrace House,1,999 yrs lease commencing from 1878,19,Outside Central Region,-
MONT TIMAH,"3,980,000","4,563.94",872,Nov-23,BUKIT WAY,Resale,Strata,424,"9,387",-,Terrace House,1,99 yrs lease commencing from 2004,21,Outside Central Region,-
PALMS @ SIXTH AVENUE,"5,188,000","4,596.23","1,129",Nov-23,SIXTH AVENUE,Resale,Strata,427,"12,150",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
ELEVEN @ HOLLAND,"3,920,000","3,735.11","1,050",Nov-23,HOLLAND LINK,Resale,Strata,347,"11,297",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
EUHABITAT,"3,070,000","3,379.9",908,Nov-23,JALAN EUNOS,Resale,Strata,314,"9,777",-,Terrace House,1,99 yrs lease commencing from 2010,14,Outside Central Region,-
JANSEN 8,"3,550,000","4,294.84",827,Nov-23,JANSEN ROAD,Resale,Strata,399,"8,897",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
HILLCREST VILLA,"4,060,000","3,100.03","1,310",Nov-23,HILLCREST ROAD,Resale,Strata,288,"14,097",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
THE GREENWOOD,"3,750,000","3,681.29","1,019",Nov-23,GREENWOOD AVENUE,Resale,Strata,342,"10,965",-,Terrace House,1,103 yrs lease commencing from 2008,11,Core Central Region,-
ECO,"3,800,000","3,218.44","1,181",Nov-23,BEDOK SOUTH AVENUE 3,Resale,Strata,299,"12,709",-,Terrace House,1,99 yrs lease commencing from 2012,16,Outside Central Region,-
KEW RESIDENCIA,"2,136,888","3,035.45",704,Nov-23,KEW CRESCENT,Resale,Strata,282,"7,578",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
ORCHID VILLAGE,"6,500,000","4,822.27","1,348",Nov-23,VANDA CRESCENT,Resale,Strata,448,"14,509",-,Detached House,1,Freehold,11,Core Central Region,-
LORNIE 18,"5,788,888","4,402.48","1,315",Nov-23,LORNIE ROAD,Resale,Strata,409,"14,154",-,Detached House,1,Freehold,11,Core Central Region,-
THE SILVER SPURZ,"3,065,000","2,658.71","1,153",Nov-23,BRIGHTON AVENUE,Resale,Strata,247,"12,409",-,Terrace House,1,Freehold,19,Outside Central Region,-
THOMSON GRAND,"3,450,000","5,155.96",669,Nov-23,SIN MING WALK,Resale,Strata,479,"7,203",-,Terrace House,1,99 yrs lease commencing from 2010,20,Rest of Central Region,-
CHEPSTOW VILLE,"3,368,000","4,456.3",756,Nov-23,CHEPSTOW CLOSE,Resale,Strata,414,"8,135",-,Detached House,1,999 yrs lease commencing from 1953,19,Outside Central Region,-
HORIZON GARDENS,"2,703,999","3,013.92",897,Oct-23,ANG MO KIO AVENUE 2,Resale,Strata,280,"9,657",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
LORNIE 18,"6,118,000","4,703.87","1,301",Oct-23,LORNIE ROAD,Resale,Strata,437,"14,000",-,Detached House,1,Freehold,11,Core Central Region,-
SERANGOON GARDEN VIEW,"2,630,000","2,163.56","1,216",Oct-23,JALAN HWI YOH,Resale,Strata,201,"13,085",-,Terrace House,1,999 yrs lease commencing from 1879,19,Outside Central Region,-
BINJAI CREST,"2,670,000","3,035.45",880,Oct-23,JALAN KAMPONG CHANTEK,Resale,Strata,282,"9,468",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
MILFORD VILLAS,"2,850,000","2,680.24","1,063",Oct-23,LORONG SELANGAT,Resale,Strata,249,"11,446",-,Terrace House,1,Freehold,13,Outside Central Region,-
LORNIE 18,"5,980,000","4,542.41","1,316",Oct-23,LORNIE ROAD,Resale,Strata,422,"14,171",-,Detached House,1,Freehold,11,Core Central Region,-
THE SHAUGHNESSY,"2,188,800","3,283.02",667,Oct-23,MILTONIA CLOSE,Resale,Strata,305,"7,176",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,650,000","2,432.66","1,500",Oct-23,JALAN HAJI ALIAS,Resale,Strata,226,"16,150",-,Terrace House,1,Freehold,10,Core Central Region,-
AFFINITY AT SERANGOON,"3,180,000","2,066.69","1,539",Oct-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,192,"16,563",-,Terrace House,1,99 yrs lease commencing from 2018,19,Outside Central Region,-
THE HILLOFT,"3,680,000","6,770.56",544,Oct-23,JALAN DERMAWAN,Resale,Strata,629,"5,851",-,Detached House,1,999 yrs lease commencing from 1885,23,Outside Central Region,-
GOODMAN CREST,"5,180,000","4,639.28","1,117",Oct-23,GOODMAN ROAD,Resale,Strata,431,"12,019",-,Detached House,1,Freehold,15,Rest of Central Region,-
WHITLEY VILLAS,"4,000,000","3,003.16","1,332",Oct-23,WHITLEY ROAD,Resale,Strata,279,"14,337",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
MARLENE VILLE,"3,125,000","2,475.72","1,262",Oct-23,MARLENE AVENUE,Resale,Strata,230,"13,587",-,Terrace House,1,Freehold,19,Outside Central Region,-
D'ELIAS,"3,068,000","4,284.07",716,Oct-23,ELIAS TERRACE,Resale,Strata,398,"7,709",-,Terrace House,1,999 yrs lease commencing from 1881,18,Outside Central Region,-
ELEVEN @ HOLLAND,"3,888,000","4,316.36",901,Oct-23,HOLLAND LINK,Resale,Strata,401,"9,696",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
GOODMAN CREST,"5,300,000","5,059.08","1,048",Oct-23,GOODMAN ROAD,Resale,Strata,470,"11,277",-,Detached House,1,Freehold,15,Rest of Central Region,-
WATERCOVE,"4,228,888","3,347.6","1,263",Sep-23,WAK HASSAN DRIVE,Resale,Strata,311,"13,598",-,Terrace House,1,Freehold,27,Outside Central Region,-
VENTURA HEIGHTS,"4,050,000","4,660.81",869,Sep-23,JALAN LIM TAI SEE,Resale,Strata,433,"9,353",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
BINJAI CREST,"2,930,000","3,778.16",776,Sep-23,JALAN KAMPONG CHANTEK,Resale,Strata,351,"8,348",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
ESTRIVILLAS,"4,300,000","5,188.25",829,Sep-23,JALAN LIM TAI SEE,Resale,Strata,482,"8,921",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
ALANA,"2,650,000","2,766.35",958,Sep-23,SUNRISE TERRACE,Resale,Strata,257,"10,311",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
SPRINGHILL,"2,250,000","3,121.56",721,Sep-23,SEMBAWANG WALK,Resale,Strata,290,"7,759",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
FIVE CHANCERY,"6,038,000","5,252.83","1,149",Sep-23,CHANCERY LANE,Resale,Strata,488,"12,373",-,Detached House,1,Freehold,11,Core Central Region,-
D'MANOR,"2,390,000","2,723.29",878,Sep-23,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,447",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
SURIN VILLAS,"3,600,000","6,426.11",560,Sep-23,SURIN AVENUE,Resale,Strata,597,"6,030",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,850,000","3,724.34","1,302",Sep-23,JALAN LIM TAI SEE,Resale,Strata,346,"14,017",-,Terrace House,1,Freehold,10,Core Central Region,-
D'MANOR,"2,380,000","2,723.29",874,Sep-23,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,407",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
HILLCREST VILLA,"3,850,000","3,089.27","1,246",Sep-23,HILLCREST ROAD,Resale,Strata,287,"13,415",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,350,000","4,854.56",896,Sep-23,MOUNT ROSIE ROAD,Resale,Strata,451,"9,645",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
BELGRAVIA VILLAS,"3,880,000","3,961.15",980,Aug-23,BELGRAVIA DRIVE,Resale,Strata,368,"10,543",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
HILLCREST VILLA,"4,098,888","3,089.27","1,327",Aug-23,HILLCREST ROAD,Resale,Strata,287,"14,282",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
ALANA,"3,546,568","3,218.44","1,102",Aug-23,SUNRISE TERRACE,Resale,Strata,299,"11,861",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
WATTEN RESIDENCES,"4,750,000","4,004.21","1,186",Aug-23,WATTEN RISE,Resale,Strata,372,"12,769",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
THE TENERIFFE,"3,580,000","3,164.62","1,131",Aug-23,LAUREL WOOD AVENUE,Resale,Strata,294,"12,177",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
THE HILLOFT,"3,030,000","4,919.15",616,Aug-23,JALAN DERMAWAN,Resale,Strata,457,"6,630",-,Semi-Detached House,1,999 yrs lease commencing from 1885,23,Outside Central Region,-
THE GARDENS AT GERALD,"3,100,000","3,573.65",867,Aug-23,GERALD DRIVE,Resale,Strata,332,"9,337",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
AFFINITY AT SERANGOON,"3,080,000","2,066.69","1,490",Aug-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,192,"16,042",-,Terrace House,1,99 yrs lease commencing from 2018,19,Outside Central Region,-
VERDANA VILLAS,"3,950,000","4,833.04",817,Aug-23,GRACE WALK,Resale,Strata,449,"8,797",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
THE WOODS,"2,200,000","4,014.97",548,Aug-23,WESTWOOD AVENUE,Resale,Strata,373,"5,898",-,Terrace House,1,99 yrs lease commencing from 2010,22,Outside Central Region,-
THE SHAUGHNESSY,"2,500,000","3,928.86",636,Aug-23,MILTONIA CLOSE,Resale,Strata,365,"6,849",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
ATELIER VILLAS,"2,880,000","3,067.74",939,Aug-23,YIO CHU KANG DRIVE,Resale,Strata,285,"10,105",-,Terrace House,1,Freehold,26,Outside Central Region,-
JEWEL @ CHUAN HOE,"3,000,000","4,090.32",733,Aug-23,CHUAN HOE AVENUE,Resale,Strata,380,"7,895",-,Terrace House,1,999 yrs lease commencing from 1886,19,Outside Central Region,-
LORNIE 18,"5,960,000","4,574.7","1,303",Aug-23,LORNIE ROAD,Resale,Strata,425,"14,024",-,Detached House,1,Freehold,11,Core Central Region,-
GENTLE REFLECTIONS,"3,750,000","3,272.26","1,146",Aug-23,GENTLE ROAD,Resale,Strata,304,"12,336",-,Terrace House,1,Freehold,11,Core Central Region,-
BELGRAVIA VILLAS,"3,888,000","3,961.15",982,Aug-23,BELGRAVIA DRIVE,Resale,Strata,368,"10,565",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
VERDANA VILLAS,"3,350,000","4,359.42",768,Jul-23,GRACE WALK,Resale,Strata,405,"8,272",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
BELGRAVIA VILLAS,"3,460,000","3,584.41",965,Jul-23,BELGRAVIA DRIVE,Resale,Strata,333,"10,390",-,Terrace House,1,Freehold,28,Outside Central Region,-
BELGRAVIA VILLAS,"3,749,000","3,584.41","1,046",Jul-23,BELGRAVIA DRIVE,Resale,Strata,333,"11,258",-,Terrace House,1,Freehold,28,Outside Central Region,-
ATELIER VILLAS,"2,850,000","2,863.22",995,Jul-23,YIO CHU KANG DRIVE,Resale,Strata,266,"10,714",-,Terrace House,1,Freehold,26,Outside Central Region,-
ARCHIPELAGO,"3,700,000","4,413.24",838,Jul-23,BEDOK RESERVOIR ROAD,Resale,Strata,410,"9,024",-,Semi-Detached House,1,99 yrs lease commencing from 2011,16,Outside Central Region,-
CHARLTON 27,"3,760,000","4,876.09",771,Jul-23,SURIN AVENUE,Resale,Strata,453,"8,300",-,Terrace House,1,Freehold,19,Outside Central Region,-
NORTHSHORE BUNGALOWS,"4,800,000","10,365.73",463,Jul-23,PONGGOL SEVENTEENTH AVENUE,Resale,Strata,963,"4,984",-,Detached House,1,Freehold,19,Outside Central Region,-
DUNSFOLD 18,"4,180,000","4,660.81",897,Jul-23,DUNSFOLD DRIVE,Resale,Strata,433,"9,654",-,Detached House,1,Freehold,13,Outside Central Region,-
SOLARIS RESIDENCES,"3,100,000","3,831.98",809,Jul-23,PAYA LEBAR CRESCENT,Resale,Strata,356,"8,708",-,Terrace House,1,Freehold,19,Outside Central Region,-
HILLCREST VILLA,"3,900,000","3,164.62","1,232",Jul-23,HILLCREST ROAD,Resale,Strata,294,"13,265",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
HORIZON GREEN,"2,900,000","3,369.13",861,Jul-23,ANG MO KIO AVENUE 2,Resale,Strata,313,"9,265",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
SUMMER GARDENS,"2,700,000","3,369.13",801,Jul-23,UPPER CHANGI ROAD EAST,Resale,Strata,313,"8,626",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
ELEVEN @ HOLLAND,"3,807,500","3,735.11","1,019",Jul-23,HOLLAND LINK,Resale,Strata,347,"10,973",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
ELEVEN @ HOLLAND,"3,735,000","3,713.58","1,006",Jul-23,HOLLAND LINK,Resale,Strata,345,"10,826",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
ELEVEN @ HOLLAND,"4,263,000","4,262.54","1,000",Jul-23,HOLLAND LINK,Resale,Strata,396,"10,765",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
ELEVEN @ HOLLAND,"3,717,000","3,735.11",995,Jun-23,HOLLAND LINK,Resale,Strata,347,"10,712",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
ELEVEN @ HOLLAND,"3,815,000","3,735.11","1,021",Jun-23,HOLLAND LINK,Resale,Strata,347,"10,994",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
SUMMER GARDENS,"2,550,000","3,369.13",757,Jun-23,UPPER CHANGI ROAD EAST,Resale,Strata,313,"8,147",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
GREENWOOD MEWS,"5,312,088","3,315.31","1,602",Jun-23,GREENWOOD AVENUE,Resale,Strata,308,"17,247",-,Terrace House,1,103 yrs lease commencing from 2011,11,Core Central Region,01 to 05
ELEVEN @ HOLLAND,"3,500,000","3,735.11",937,Jun-23,HOLLAND LINK,Resale,Strata,347,"10,086",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
ELEVEN @ HOLLAND,"3,705,000","3,735.11",992,Jun-23,HOLLAND LINK,Resale,Strata,347,"10,677",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
ELEVEN @ HOLLAND,"3,920,999","3,713.58","1,056",Jun-23,HOLLAND LINK,Resale,Strata,345,"11,365",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
